review,rating,date,bank,source,sentiment_label,sentiment_score,themes
very good app and secured,5,2023-08-28,DASHEN,Google Play,positive,0.7089,"Customer Feedback, UI & Usability"
this app is so simple to use and secured. but while generating receipt or ደረሰኝ its required additional app xml viewer or pdf conversion app. why? can we view the receipt through jpg viewers?,4,2023-08-26,DASHEN,Google Play,positive,0.2982,UI & Usability
not too bad,3,2023-08-19,DASHEN,Google Play,positive,0.431,Negative Feedback
teribble need a lot of work to improve,1,2023-08-19,DASHEN,Google Play,positive,0.4404,"Login & Access, Functionality"
ምርጥየ,5,2023-08-18,DASHEN,Google Play,neutral,0.0,Uncategorized
baheru ጭስ,2,2023-08-16,DASHEN,Google Play,neutral,0.0,Uncategorized
wawu,5,2023-08-12,DASHEN,Google Play,neutral,0.0,Uncategorized
thank dashen bank,5,2023-08-12,DASHEN,Google Play,positive,0.3612,"Customer Feedback, App Source"
simple and secured,5,2023-08-10,DASHEN,Google Play,positive,0.4019,UI & Usability
its nice and easg to use.also its unique part is very fast,5,2023-08-10,DASHEN,Google Play,positive,0.4215,"Customer Feedback, Transaction Speed, UI & Usability"
it's just ewww the app overall,2,2023-08-10,DASHEN,Google Play,neutral,0.0,UI & Usability
love it,5,2023-08-09,DASHEN,Google Play,positive,0.6369,Uncategorized
good app.,5,2023-08-09,DASHEN,Google Play,positive,0.4404,"Customer Feedback, UI & Usability"
simplify.,5,2023-08-01,DASHEN,Google Play,neutral,0.0,Uncategorized
"abel balcha, and abel solomon, sad to say what is annoying is to read your comment about password. your comments on password tell your limited knowledge about digital security. both comments goes against strong security policies; it is meant to protect your assets. don't be careless on it. reconsider your review. in a way you are telling how secure this app is. i hope dashen will respond to disqualify your review points. it is just not fair.",4,2023-07-30,DASHEN,Google Play,positive,0.8461,"App Source, UI & Usability, Functionality"
good👍,4,2023-07-28,DASHEN,Google Play,positive,0.4404,Customer Feedback
"i really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. so i like it",5,2023-07-23,DASHEN,Google Play,positive,0.7681,"Customer Feedback, UI & Usability"
tell 6836,1,2023-07-22,DASHEN,Google Play,neutral,0.0,Uncategorized
"the login should be auto filled,",3,2023-07-20,DASHEN,Google Play,neutral,0.0,Uncategorized
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,DASHEN,Google Play,neutral,0.0,Uncategorized
used balance check app,5,2023-07-14,DASHEN,Google Play,neutral,0.0,"UI & Usability, Functionality"
nice so perfect,5,2023-07-06,DASHEN,Google Play,positive,0.7778,Customer Feedback
it is easy to use,5,2023-07-04,DASHEN,Google Play,positive,0.4404,UI & Usability
this appi is 👍good,3,2023-06-09,DASHEN,Google Play,neutral,0.0,"Customer Feedback, UI & Usability"
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,DASHEN,Google Play,positive,0.4939,Uncategorized
thankz,3,2023-06-08,DASHEN,Google Play,neutral,0.0,Uncategorized
why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,DASHEN,Google Play,negative,-0.7009,Customer Feedback
otp not send on time while processing any transactions by this app.,4,2023-06-07,DASHEN,Google Play,neutral,0.0,"Transaction Usage, Transaction Speed, UI & Usability"
"it is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. please make the frequency of passward change less frequent.",2,2023-06-06,DASHEN,Google Play,negative,-0.7003,"UI & Usability, Feature Request, Functionality, Customer Feedback, Transaction Speed"
good upp,1,2023-06-06,DASHEN,Google Play,positive,0.4404,Customer Feedback
five star,5,2023-05-26,DASHEN,Google Play,neutral,0.0,Uncategorized
it's amazing app use it!,5,2023-05-21,DASHEN,Google Play,positive,0.6239,UI & Usability
"i really enjoy using the amole app simple and easy. i hope the developers add card management services like change your pin, disable card and so on other than that i enjoy using amole it's great 👍",5,2023-05-16,DASHEN,Google Play,positive,0.9589,"Customer Support, UI & Usability, App Platform, Customer Feedback, Transaction Speed"
i can't update amole lite and when i try to use the old version it can't log on to my account.,3,2023-05-13,DASHEN,Google Play,neutral,0.0,"UI & Usability, Feature Request, Developer Feedback, Functionality, Transaction Speed"
it's good and easy to user from any branch. i say continue ahead,5,2023-05-10,DASHEN,Google Play,positive,0.7003,"Customer Feedback, UI & Usability, Functionality"
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05,DASHEN,Google Play,neutral,0.0,"Customer Feedback, App Purpose"
this app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,DASHEN,Google Play,negative,-0.6249,"Login & Access, Negative Feedback, UI & Usability, Feature Request, Functionality, Customer Feedback"
best application,5,2023-04-08,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,DASHEN,Google Play,negative,-0.5994,Uncategorized
it`s good.but the transaction fee to other bank is too much,3,2023-03-28,DASHEN,Google Play,neutral,0.0,Customer Feedback
gaariidha!!!,5,2023-03-26,DASHEN,Google Play,neutral,0.0,Uncategorized
good app it is useful for business activities .,5,2023-03-25,DASHEN,Google Play,positive,0.7003,"Customer Feedback, UI & Usability"
like,5,2023-03-24,DASHEN,Google Play,positive,0.3612,Customer Feedback
account is locked out without any wrong password retries 3 times. sending otp is unnecessary because it has its own username and password.we can not make transfer without having sim card on hands.if it require sim card why we not use ussd no need of app instead .it makes discomfort for using,3,2023-03-20,DASHEN,Google Play,positive,0.1635,"Login & Access, UI & Usability, Feature Request, Developer Feedback, Functionality, App Platform, Transaction Speed"
good and reliable service,5,2023-03-19,DASHEN,Google Play,positive,0.4404,"Customer Feedback, Customer Support"
"best app i have ever seen woderfull, always one step ahead.",5,2023-03-19,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
good apps,5,2023-03-19,DASHEN,Google Play,positive,0.4404,"Customer Feedback, UI & Usability"
good application for people needs,5,2023-03-18,DASHEN,Google Play,positive,0.4404,"Login & Access, Customer Feedback, UI & Usability, Feature Request"
what the hell are you doing. how can you release an app update and completely ruin everything. i can even login to begin with. you took it from a 5 to a 1.,1,2023-03-18,DASHEN,Google Play,negative,-0.8655,"UI & Usability, Feature Request"
comfortable,5,2023-03-18,DASHEN,Google Play,positive,0.5106,Uncategorized
